16,100,0.3,0,0,1,1,,7,
16,100,0.3,0,1,1,-1,7.0,2,0.0
16,100,0.3,0,2,0,0,2.0,5,0.0
16,100,0.3,0,3,1,1,5.0,5,1.0
16,100,0.3,0,4,0,0,5.0,5,1.0
16,100,0.3,1,0,0,0,,0,
16,100,0.3,1,1,0,0,0.0,0,1.0
16,100,0.3,1,2,0,0,0.0,4,0.0
16,100,0.3,1,3,1,1,4.0,4,1.0
16,100,0.3,1,4,0,0,4.0,4,1.0
16,100,0.3,2,0,0,0,,1,
16,100,0.3,2,1,0,0,1.0,1,1.0
16,100,0.3,2,2,0,0,1.0,1,1.0
16,100,0.3,2,3,0,0,1.0,4,0.0
16,100,0.3,2,4,1,-1,4.0,4,1.0
16,100,0.3,3,0,0,0,,4,
16,100,0.3,3,1,1,-1,4.0,2,0.0
16,100,0.3,3,2,0,0,2.0,1,0.0
16,100,0.3,3,3,0,0,1.0,4,0.0
16,100,0.3,3,4,1,-1,4.0,4,1.0
16,100,0.3,4,0,0,0,,2,
16,100,0.3,4,1,0,0,2.0,2,1.0
16,100,0.3,4,2,0,0,2.0,1,0.0
16,100,0.3,4,3,0,0,1.0,5,0.0
16,100,0.3,4,4,1,-1,5.0,5,1.0
16,100,0.3,5,0,1,1,,6,
16,100,0.3,5,1,1,-1,6.0,4,0.0
16,100,0.3,5,2,0,0,4.0,4,1.0
16,100,0.3,5,3,1,1,4.0,4,1.0
16,100,0.3,5,4,0,0,4.0,4,1.0
16,100,0.3,6,0,1,1,,6,
16,100,0.3,6,1,1,-1,6.0,0,0.0
16,100,0.3,6,2,0,0,0.0,5,0.0
16,100,0.3,6,3,1,1,5.0,5,1.0
16,100,0.3,6,4,0,0,5.0,5,1.0
16,100,0.3,7,0,1,1,,1,
16,100,0.3,7,1,0,0,1.0,1,1.0
16,100,0.3,7,2,0,0,1.0,1,1.0
16,100,0.3,7,3,0,0,1.0,5,0.0
16,100,0.3,7,4,1,-1,5.0,5,1.0
16,100,0.3,8,0,1,1,,5,
16,100,0.3,8,1,0,0,5.0,5,1.0
16,100,0.3,8,2,1,1,5.0,5,1.0
16,100,0.3,8,3,0,0,5.0,5,1.0
16,100,0.3,8,4,1,-1,5.0,5,1.0
16,100,0.3,9,0,0,0,,7,
16,100,0.3,9,1,1,-1,7.0,2,0.0
16,100,0.3,9,2,0,0,2.0,5,0.0
16,100,0.3,9,3,1,1,5.0,5,1.0
16,100,0.3,9,4,0,0,5.0,5,1.0
16,100,0.3,10,0,0,0,,6,
16,100,0.3,10,1,1,-1,6.0,5,0.0
16,100,0.3,10,2,1,1,5.0,5,1.0
16,100,0.3,10,3,0,0,5.0,5,1.0
16,100,0.3,10,4,1,-1,5.0,5,1.0
16,100,0.3,11,0,0,0,,5,
16,100,0.3,11,1,1,-1,5.0,0,0.0
16,100,0.3,11,2,0,0,0.0,1,0.0
16,100,0.3,11,3,0,0,1.0,4,0.0
16,100,0.3,11,4,1,-1,4.0,4,1.0
16,100,0.3,12,0,1,1,,0,
16,100,0.3,12,1,0,0,0.0,0,1.0
16,100,0.3,12,2,0,0,0.0,1,0.0
16,100,0.3,12,3,0,0,1.0,5,0.0
16,100,0.3,12,4,1,-1,5.0,5,1.0
16,100,0.3,13,0,1,1,,6,
16,100,0.3,13,1,1,-1,6.0,1,0.0
16,100,0.3,13,2,1,1,1.0,1,1.0
16,100,0.3,13,3,0,0,1.0,5,0.0
16,100,0.3,13,4,1,-1,5.0,5,1.0
16,100,0.3,14,0,0,0,,0,
16,100,0.3,14,1,0,0,0.0,0,1.0
16,100,0.3,14,2,0,0,0.0,1,0.0
16,100,0.3,14,3,0,0,1.0,5,0.0
16,100,0.3,14,4,1,-1,5.0,5,1.0
16,100,0.3,15,0,1,1,,5,
16,100,0.3,15,1,0,0,5.0,5,1.0
16,100,0.3,15,2,1,1,5.0,5,1.0
16,100,0.3,15,3,0,0,5.0,5,1.0
16,100,0.3,15,4,1,-1,5.0,5,1.0
16,100,0.3,16,0,0,0,,2,
16,100,0.3,16,1,0,0,2.0,2,1.0
16,100,0.3,16,2,0,0,2.0,5,0.0
